absence_id,employee_id,absence_type,plan_code,start_date,end_date,duration_days,applied_date,approved_by,approval_date,absence_status,reason,remarks,half_day_flag,attachment_provided,department,location
ABSS6ZZRM5BY,EMP00089,Maternity Leave,CL-PLAN-03,2022-03-09,2022-03-13,5,2022-03-06,EMP00023,2022-03-11,Rejected,Child Care,Urgent,N,No,Human Resources,Singapore
ABSPLO9M4JY6,EMP00355,Annual Leave,AL-PLAN-01,2022-07-08,2022-07-17,10,2022-07-06,EMP00050,2022-07-07,Pending,Other,Urgent,N,Yes,Marketing,London
ABSPVK6NAXTA,EMP00367,Sick Leave,CL-PLAN-03,2024-04-28,2024-04-28,1,2024-04-22,EMP00028,2024-04-27,Cancelled,Emergency,,N,Yes,Finance,Singapore
ABSYVKDSAVHV,EMP00667,Unpaid Leave,ML-PLAN-04,,2022-01-28,0,2022-01-18,EMP00039,2022-01-22,Withdrawn,Child Care,,N,Yes,Legal,Toronto
ABS3SGOSIRHG,EMP00478,Casual Leave,SL-PLAN-02,2023-03-23,2023-03-30,8,2023-02-25,EMP00049,2023-03-01,Approved,Emergency,,N,No,Marketing,Singapore
ABSQXSPF50RW,EMP00408,Casual Leave,SL-PLAN-02,2022-11-05,2022-11-07,3,2022-10-13,EMP00009,2022-10-14,Withdrawn,Personal,,Y,Yes,Sales,Bengaluru
ABSYU2R7MP9A,EMP00782,Sick Leave,CL-PLAN-03,2022-10-31,2022-11-03,4,2022-10-12,EMP00034,2022-10-17,Rejected,COVID-19,,N,Yes,Engineering,Sydney
ABSHSQOD3EDM,EMP00464,Bereavement Leave,BL-PLAN-08,2025-03-23,2025-04-02,11,2025-03-08,EMP00049,2025-03-13,Approved,Personal,,N,No,Marketing,New York
ABSN4ZB8CPW6,EMP00418,Sick Leave,AL-PLAN-01,2025-03-10,2025-03-23,14,2025-02-09,EMP00039,2025-02-14,Approved,Medical,Pre-planned,N,Yes,Product,Bengaluru
ABSZUZ1332W1,EMP00639,Bereavement Leave,CO-PLAN-06,2022-09-05,2022-09-09,5,2022-08-28,EMP00001,2022-08-31,Withdrawn,Vacation,Pre-planned,N,Yes,Human Resources,Sydney
ABSVZV9YUW6H,EMP00547,Sick Leave,UL-PLAN-07,2023-06-03,2023-06-12,10,2023-05-22,EMP00029,2023-05-26,Pending,Child Care,,N,Yes,Product,Toronto
ABSTSSEFBOWX,EMP00385,Annual Leave,ML-PLAN-04,2022-08-17,2022-08-25,9,2022-08-16,EMP00027,2022-08-19,Pending,Vacation,Pre-planned,N,Yes,Product,Singapore
ABST9HFQTNHG,EMP00725,Sick Leave,PL-PLAN-05,2023-08-14,2023-08-20,7,2023-08-06,EMP00015,2023-08-10,Approved,Emergency,None,Y,Yes,Product,Dubai
ABSL83TVELH7,,UNKNOWN_TYPE_XYZ,SL-PLAN-02,2024-05-06,2024-05-03,20,2024-05-16,EMP00044,2024-04-18,Pending,Family,,N,Yes,Finance,Sydney
ABSB3DW2OX1Y,EMP00634,Compensatory Off,PL-PLAN-05,2022-06-03,2022-06-16,14,2022-05-05,EMP00025,2022-05-07,Approved,Child Care,Urgent,Y,Yes,Finance,Bengaluru
ABSYTQ999N7X,EMP00125,Annual Leave,AL-PLAN-01,2024-01-14,2024-01-22,9,2023-12-21,EMP00038,2023-12-26,Cancelled,Medical,None,N,Yes,Human Resources,Sydney
ABSRZCYYINBV,EMP00229,Sick Leave,CO-PLAN-06,2023-05-21,2023-05-25,5,2023-04-22,EMP00005,2023-04-25,Cancelled,Marriage,Recurring,N,Yes,Engineering,Bengaluru
ABS3UFD578O3,EMP00443,Sick Leave,PL-PLAN-05,2022-11-08,2022-11-08,1,2022-10-18,EMP00004,2022-10-23,Approved,Vacation,Recurring,Y,N/A,Operations,Dubai
ABS8UIEVMHJH,EMP00034,Annual Leave,UL-PLAN-07,2025-02-14,2025-02-21,8,2025-01-21,EMP00017,2025-01-23,Rejected,Travel,,Y,No,Marketing,Mumbai
ABSYDW83ESZF,EMP00734,Annual Leave,PL-PLAN-05,2024-08-06,2024-08-18,13,2024-07-20,EMP00031,2024-07-24,Approved,Family,None,N,Yes,Sales,New York
ABSKHZLCJB94,EMP00081,Annual Leave,ML-PLAN-04,2022-08-13,2022-08-14,2,2022-07-16,EMP00013,2022-07-17,Rejected,Travel,Pre-planned,N,Yes,Legal,Bengaluru
ABS5TY3B3VRP,EMP00323,Work From Home,UL-PLAN-07,2024-12-02,2024-12-12,11,2024-11-05,EMP00008,2024-11-09,Rejected,Travel,,N,Yes,Finance,Dubai
ABSGTX8M2HDB,EMP00504,Casual Leave,SL-PLAN-02,2024-08-15,2024-08-27,13,2024-07-18,EMP00027,2024-07-19,Approved,Family,Recurring,N,N/A,Sales,Toronto
ABSBDNHKG4H2,EMP00330,Unpaid Leave,CO-PLAN-06,,2023-06-17,-1,2023-06-02,EMP00004,2023-06-07,Rejected,Emergency,Pre-planned,N,N/A,Finance,Bengaluru
ABS50BRUFLOM,EMP00356,Bereavement Leave,AL-PLAN-01,2022-12-15,2022-12-19,5,2022-11-26,EMP00020,2022-11-27,Cancelled,Emergency,Urgent,N,Yes,Finance,Dubai
ABSGJE623PF8,EMP00130,Maternity Leave,SL-PLAN-02,2022-12-23,2022-12-29,7,2022-12-06,EMP00013,2022-12-11,Rejected,Family,None,N,Yes,Marketing,Mumbai
ABSFY57YP35M,EMP00677,Sick Leave,BL-PLAN-08,2022-06-24,2022-06-29,6,2022-06-14,EMP00007,2022-06-15,Cancelled,Family,,N,Yes,Legal,Mumbai
ABSYFIPH2FFU,EMP00269,Sick Leave,CL-PLAN-03,2024-06-24,2024-07-06,13,2024-05-28,EMP00022,2024-06-01,Withdrawn,Medical Appointment,Urgent,N,Yes,Sales,Dubai
ABSWEWDIAGZG,EMP00612,Bereavement Leave,CO-PLAN-06,2024-09-25,2024-10-02,18,2024-09-03,EMP00013,2024-09-08,Approved,Vacation,Pre-planned,Y,Yes,Human Resources,Sydney
ABSXRBLX9NY7,EMP00390,Unpaid Leave,CO-PLAN-06,2023-02-03,2023-02-05,3,2023-01-20,EMP00011,2023-01-22,Withdrawn,Vacation,Pre-planned,N,Yes,Product,New York
ABSCGWDYKNGP,EMP00199,Work From Home,SL-PLAN-02,2023-11-26,2023-11-30,5,2023-10-27,EMP00014,2023-11-01,Approved,Medical Appointment,Recurring,N,Yes,Operations,Toronto
ABSX5ELQ3FTE,EMP00448,Bereavement Leave,BL-PLAN-08,2023-10-18,2023-10-24,7,2023-09-19,EMP00020,2023-09-20,Rejected,Medical,Urgent,Y,Yes,Engineering,Singapore
ABSRGRWW7XCE,EMP00249,Compensatory Off,BL-PLAN-08,2024-10-26,2024-10-30,5,2024-10-24,EMP00037,2024-10-25,Approved,Personal,Recurring,N,Yes,Marketing,London
ABS7TV3A0XO5,EMP00727,Maternity Leave,AL-PLAN-01,2022-05-02,2022-04-29,1,2022-04-02,EMP00025,2022-04-07,Withdrawn,Child Care,Urgent,N,Yes,Operations,Singapore
ABSAZGNQJP11,EMP00620,Work From Home,AL-PLAN-01,2022-07-08,2022-07-18,11,2022-06-16,EMP00049,2022-06-18,Rejected,COVID-19,None,N,N/A,Human Resources,Mumbai
ABS6CLQO08UD,EMP00630,Annual Leave,UL-PLAN-07,2023-08-05,2023-08-14,10,2023-07-18,EMP00044,2023-07-20,Cancelled,Personal,,Y,Yes,Engineering,Dubai
ABSVRFD6F9SX,EMP00278,Bereavement Leave,CO-PLAN-06,2024-11-13,2024-11-19,7,2024-11-01,EMP00036,2024-11-02,Rejected,Medical Appointment,Pre-planned,Y,Yes,Product,Toronto
ABSLQMIFBL3A,EMP00649,Maternity Leave,AL-PLAN-01,2023-06-18,2023-06-20,3,2023-06-17,EMP00015,2023-06-21,Pending,Vacation,Recurring,N,No,Sales,London
ABS4CBHU9IK1,,Work From Home,ML-PLAN-04,2024-12-03,2024-12-11,0,2024-12-02,EMP00018,2024-12-04,Withdrawn,COVID-19,,N,N/A,Human Resources,Singapore
ABSMD1WD20K8,EMP00180,Unpaid Leave,CO-PLAN-06,2024-09-19,2024-09-25,7,2024-09-02,EMP00022,2024-09-04,Approved,Other,,N,Yes,Product,London
ABSETAPYZC3W,EMP00752,Maternity Leave,PL-PLAN-05,2024-12-06,2024-12-10,5,2024-11-17,EMP00014,2024-11-22,Pending,COVID-19,Urgent,N,Yes,Human Resources,Mumbai
ABSILKUWDU0W,EMP00390,Bereavement Leave,CO-PLAN-06,2025-03-07,2025-03-12,6,2025-02-12,EMP00031,2025-02-16,Pending,Family,Recurring,N,No,Finance,Singapore
ABSWXGY3KEAX,EMP00772,Maternity Leave,AL-PLAN-01,2024-11-26,2024-12-02,7,2024-11-06,EMP00014,2024-11-07,Pending,Travel,Recurring,N,No,Operations,Bengaluru
ABSTV3OU4KLS,EMP00699,UNKNOWN_TYPE_XYZ,CL-PLAN-03,,2022-03-25,20,2022-03-24,EMP00019,2022-03-29,UNKNOWN,Personal,,N,Yes,Finance,New York
ABSGPB38821X,EMP00062,Sick Leave,BL-PLAN-08,2023-01-28,2023-02-08,12,2023-01-16,EMP00016,2023-01-20,Approved,Medical Appointment,Urgent,N,No,Operations,Bengaluru
ABS76276ZRHN,EMP00182,Annual Leave,CO-PLAN-06,2023-07-10,2023-07-18,9,2023-07-05,EMP00007,2023-07-07,Cancelled,COVID-19,,Y,Yes,Finance,Bengaluru
ABSCNTIDITE9,EMP00130,Sick Leave,CL-PLAN-03,2023-06-04,2023-06-09,6,2023-05-07,EMP00009,2023-05-10,Pending,Vacation,,N,N/A,Engineering,Sydney
ABSL9F8P0BLG,EMP00660,Maternity Leave,AL-PLAN-01,2022-10-31,2022-11-13,14,2022-10-03,EMP00011,2022-10-05,Cancelled,Medical,None,N,N/A,Human Resources,Bengaluru
ABSQXHFIG4SR,EMP00780,Unpaid Leave,ML-PLAN-04,2023-09-05,2023-09-09,5,2023-09-01,EMP00005,2023-09-06,Approved,Personal,,N,Yes,Marketing,Dubai
ABSTGJY29HPT,EMP00405,Unpaid Leave,AL-PLAN-01,2022-08-13,2022-08-25,13,2022-08-05,EMP00012,2022-08-08,Withdrawn,Medical,Recurring,Y,Yes,Human Resources,New York
ABS1SZMBVVI9,EMP00317,Work From Home,ML-PLAN-04,2022-04-10,2022-04-19,10,2022-03-24,EMP00024,2022-03-25,Approved,Emergency,,N,Yes,Operations,Bengaluru
ABSJO0GNR14H,EMP00310,Compensatory Off,AL-PLAN-01,2023-03-27,2023-04-07,12,2023-03-16,EMP00006,2023-03-20,Cancelled,Family,None,Y,Yes,Human Resources,Singapore
ABSI5WP8NGK8,EMP00034,Casual Leave,UL-PLAN-07,2024-07-03,2024-07-06,4,2024-07-02,EMP00014,2024-07-04,Rejected,Family,,N,N/A,Product,Dubai
ABS6MPIGHRYO,EMP00516,Maternity Leave,CL-PLAN-03,2024-07-02,2024-06-29,7,2024-06-20,EMP00019,2024-06-25,Withdrawn,COVID-19,Recurring,N,Yes,Operations,Mumbai
ABSRQZZCTMWL,EMP00641,Maternity Leave,BL-PLAN-08,2024-05-18,2024-05-26,9,2024-04-18,EMP00005,2024-04-21,Approved,Child Care,Pre-planned,Y,Yes,Human Resources,Singapore
ABSKMD3LLKG5,EMP00295,Unpaid Leave,SL-PLAN-02,2024-11-19,2024-11-27,9,2024-10-22,EMP00003,2024-10-24,Rejected,Child Care,Pre-planned,N,Yes,Legal,Singapore
ABS3A6FK1KCW,EMP00387,Compensatory Off,AL-PLAN-01,2022-06-29,2022-07-05,7,2022-06-28,EMP00005,2022-07-01,Withdrawn,Vacation,Pre-planned,N,N/A,Finance,Bengaluru
ABSTWGAWH95B,EMP00516,Sick Leave,AL-PLAN-01,2024-04-28,2024-04-30,3,2024-04-23,EMP00035,2024-04-26,Cancelled,Vacation,,N,Yes,Engineering,New York
ABS0S4MPXKUP,EMP00079,Unpaid Leave,BL-PLAN-08,2024-06-02,2024-06-06,12,2024-05-15,EMP00022,2024-05-16,Approved,Child Care,Pre-planned,N,No,Engineering,Singapore
ABSX0OV0BC7B,EMP00777,Casual Leave,UL-PLAN-07,2024-03-19,2024-03-24,6,2024-03-06,EMP00022,2024-03-09,Cancelled,Travel,,N,N/A,Product,Dubai
ABSXWKQFXISZ,EMP00057,Sick Leave,SL-PLAN-02,2023-12-21,2024-01-03,14,2023-11-23,EMP00015,2023-11-28,Withdrawn,Emergency,,Y,Yes,Engineering,Sydney
ABSSVT3ULKQR,EMP00488,Sick Leave,UL-PLAN-07,2022-11-04,2022-11-10,7,2022-10-12,EMP00001,2022-10-14,Approved,Other,,N,Yes,Legal,Sydney
ABSU33141USK,EMP00334,Sick Leave,PL-PLAN-05,2024-06-13,2024-06-13,1,2024-05-29,EMP00003,2024-06-01,Cancelled,Child Care,Pre-planned,N,N/A,Product,New York
ABSEH9J4GRUA,,Casual Leave,SL-PLAN-02,,2024-08-14,-1,2024-08-27,EMP00047,2024-07-29,Cancelled,Vacation,,N,Yes,Human Resources,Sydney
ABSQQOITHSYE,EMP00491,Casual Leave,UL-PLAN-07,2023-09-09,2023-09-11,3,2023-08-19,EMP00005,2023-08-24,Withdrawn,COVID-19,None,N,Yes,Engineering,Dubai
ABSK1A7CK5OH,EMP00580,Maternity Leave,CO-PLAN-06,2022-07-13,2022-07-19,7,2022-07-10,EMP00021,2022-07-12,Cancelled,Travel,Urgent,N,Yes,Marketing,Mumbai
ABSXS5GDDGJM,EMP00384,Work From Home,CO-PLAN-06,2023-05-06,2023-05-15,10,2023-04-12,EMP00008,2023-04-14,Cancelled,Medical Appointment,,N,Yes,Human Resources,New York
ABSC2GKPCYTS,EMP00359,Unpaid Leave,ML-PLAN-04,2024-04-20,2024-04-29,10,2024-04-06,EMP00019,2024-04-07,Cancelled,Marriage,,N,Yes,Engineering,Bengaluru
ABSQZ7OO5WJX,EMP00487,Casual Leave,AL-PLAN-01,2023-02-19,2023-02-23,5,2023-02-08,EMP00017,2023-02-13,Cancelled,Other,,N,Yes,Engineering,Toronto
ABS337TQC0XW,EMP00674,Bereavement Leave,BL-PLAN-08,2024-09-26,2024-10-07,12,2024-09-12,EMP00026,2024-09-14,Withdrawn,Personal,Recurring,N,Yes,Operations,Singapore
ABS6RFIRDH1B,EMP00646,Annual Leave,CL-PLAN-03,2024-11-05,2024-11-18,14,2024-10-18,EMP00041,2024-10-23,Pending,Travel,Urgent,N,Yes,Product,Mumbai
ABS8XJT2S4R6,EMP00312,Unpaid Leave,CL-PLAN-03,2022-09-30,2022-10-04,5,2022-09-19,EMP00037,2022-09-24,Pending,Personal,,Y,Yes,Operations,Sydney
ABSPBAXEIF3Z,EMP00396,Compensatory Off,BL-PLAN-08,2022-12-31,2023-01-08,9,2022-12-16,EMP00032,2022-12-20,Rejected,Other,None,Y,No,Operations,Bengaluru
ABSROURYW3PM,EMP00274,UNKNOWN_TYPE_XYZ,ML-PLAN-04,2024-10-31,2024-10-28,0,2024-10-12,EMP00018,2024-10-16,Withdrawn,Medical,Pre-planned,N,Yes,Operations,New York
ABSY23Z377Y5,EMP00575,Work From Home,UL-PLAN-07,2022-02-02,2022-02-04,3,2022-01-29,EMP00015,2022-01-31,Approved,Marriage,,N,Yes,Sales,Singapore
ABSD2Z8R1SM0,EMP00090,Compensatory Off,UL-PLAN-07,2025-03-14,2025-03-24,11,2025-02-23,EMP00048,2025-02-28,Approved,Medical,Recurring,N,Yes,Finance,Sydney
ABSBRUBMBY57,EMP00098,Work From Home,PL-PLAN-05,2022-04-07,2022-04-19,13,2022-03-24,EMP00011,2022-03-29,Approved,Family,None,N,Yes,Human Resources,Sydney
ABSKXQA9VY34,EMP00645,Maternity Leave,AL-PLAN-01,2024-03-02,2024-03-04,3,2024-02-08,EMP00004,2024-02-13,Approved,Marriage,,N,N/A,Human Resources,London
ABSZ9568XKDA,EMP00613,Casual Leave,ML-PLAN-04,2024-03-10,2024-03-14,5,2024-02-28,EMP00006,2024-03-02,Rejected,Marriage,Recurring,N,Yes,Finance,Toronto
ABSIQRW1EAUL,EMP00354,Annual Leave,SL-PLAN-02,2023-01-06,2023-01-10,5,2022-12-29,EMP00022,2023-01-02,Rejected,Other,,N,Yes,Operations,Sydney
ABSUPJUGTXPG,EMP00250,Work From Home,UL-PLAN-07,2022-12-08,2022-12-16,9,2022-11-17,EMP00001,2022-11-18,Rejected,Medical Appointment,Recurring,N,Yes,Finance,New York
ABS4PMDB3PVG,EMP00489,Work From Home,SL-PLAN-02,2025-01-30,2025-02-06,8,2025-01-25,EMP00032,2025-01-29,Cancelled,Medical Appointment,,N,N/A,Product,Sydney
ABSEX19COE9S,EMP00215,Work From Home,AL-PLAN-01,2022-10-09,2022-10-09,1,2022-09-13,EMP00011,2022-09-15,Withdrawn,Medical,,N,Yes,Sales,New York
ABSF4A9MSUFL,EMP00501,Bereavement Leave,PL-PLAN-05,,2024-07-18,1,2024-07-01,EMP00039,2024-07-06,Rejected,Vacation,Urgent,N,Yes,Sales,New York
ABS1R01MZHI2,EMP00632,Annual Leave,PL-PLAN-05,2024-01-13,2024-01-14,2,2023-12-24,EMP00017,2023-12-25,Rejected,COVID-19,Recurring,Y,Yes,Human Resources,Sydney
ABSNX8T24HNS,EMP00718,Compensatory Off,CL-PLAN-03,2022-11-21,2022-11-27,7,2022-10-30,EMP00050,2022-11-02,Withdrawn,Other,,N,Yes,Finance,Sydney
ABSRB5ZZEI8P,EMP00596,Annual Leave,PL-PLAN-05,2024-06-13,2024-06-13,1,2024-05-18,EMP00002,2024-05-23,Cancelled,Emergency,,N,Yes,Finance,Bengaluru
ABSO4BL57DHC,EMP00767,Annual Leave,UL-PLAN-07,2024-04-19,2024-04-21,3,2024-03-23,EMP00044,2024-03-26,Approved,Medical Appointment,Pre-planned,N,Yes,Human Resources,Singapore
ABS127P8EDEB,,Work From Home,BL-PLAN-08,2023-01-25,2023-02-03,15,2022-12-28,EMP00027,2022-12-29,Cancelled,Vacation,None,Y,No,Human Resources,Toronto
ABSD077X58BO,EMP00175,Work From Home,AL-PLAN-01,2024-06-11,2024-06-17,7,2024-05-23,EMP00018,2024-05-26,Approved,Child Care,Urgent,Y,N/A,Finance,London
ABSCGZNSTLTL,EMP00527,Casual Leave,AL-PLAN-01,2022-10-05,2022-10-12,8,2022-09-09,EMP00026,2022-09-14,Pending,Marriage,,N,N/A,Engineering,Mumbai
ABSSVBN0NUSN,EMP00408,Maternity Leave,BL-PLAN-08,2022-05-31,2022-06-07,8,2022-05-22,EMP00035,2022-05-25,Rejected,Travel,Recurring,N,No,Operations,New York
ABSID7IO8RDQ,EMP00322,Compensatory Off,SL-PLAN-02,2025-01-19,2025-01-24,6,2025-01-01,EMP00023,2025-01-02,Cancelled,Child Care,None,N,N/A,Human Resources,Dubai
ABSLQHRN0PIO,EMP00093,Sick Leave,SL-PLAN-02,2024-01-31,2024-01-28,9,2024-01-20,EMP00004,2024-01-25,Pending,Vacation,Urgent,Y,Yes,Operations,Mumbai
ABSKBIF79PK6,EMP00012,Bereavement Leave,BL-PLAN-08,2023-04-15,2023-04-18,4,2023-03-18,EMP00023,2023-03-22,Pending,COVID-19,,N,Yes,Legal,Dubai
ABSM8MGE7N11,EMP00800,Work From Home,ML-PLAN-04,2022-05-10,2022-05-10,1,2022-04-23,EMP00022,2022-04-28,Withdrawn,Vacation,,N,Yes,Sales,Mumbai
ABSO4FUXRR17,EMP00674,Work From Home,PL-PLAN-05,2024-05-14,2024-05-17,4,2024-05-08,EMP00019,2024-05-10,Rejected,Travel,None,Y,N/A,Operations,Toronto
ABS8JRIS4DUZ,EMP00278,Work From Home,ML-PLAN-04,2023-11-08,2023-11-19,12,2023-10-16,EMP00024,2023-10-17,Rejected,Vacation,None,N,Yes,Marketing,London
ABSCXLCUOYRR,EMP00307,Casual Leave,UL-PLAN-07,2024-07-12,2024-07-18,7,2024-07-08,EMP00009,2024-07-09,Approved,Marriage,Recurring,N,Yes,Product,Bengaluru
ABSGSZ5HZXVK,EMP00607,Bereavement Leave,CL-PLAN-03,2023-04-26,2023-04-30,5,2023-04-19,EMP00042,2023-04-21,Withdrawn,Medical Appointment,,N,N/A,Finance,Bengaluru
ABSKV41BFUKN,EMP00339,Work From Home,AL-PLAN-01,2022-09-08,2022-09-21,14,2022-08-21,EMP00034,2022-08-24,Pending,Vacation,,Y,Yes,Product,Bengaluru
ABSONX2H6CUP,EMP00649,Casual Leave,PL-PLAN-05,2024-03-03,2024-03-08,6,2024-02-23,EMP00001,2024-02-27,Cancelled,Personal,,N,Yes,Finance,Toronto
ABSZNU2CDOVN,EMP00246,Casual Leave,BL-PLAN-08,2023-06-16,2023-06-17,2,2023-05-20,EMP00004,2023-05-23,Approved,Other,,N,Yes,Product,Dubai
ABSC5STLM6NO,EMP00226,UNKNOWN_TYPE_XYZ,PL-PLAN-05,,2022-12-31,-1,2022-12-16,EMP00006,2022-12-19,UNKNOWN,Emergency,Pre-planned,Y,Yes,Engineering,New York
ABSX38L4AN15,EMP00472,Unpaid Leave,UL-PLAN-07,2022-02-14,2022-02-14,1,2022-01-20,EMP00043,2022-01-22,Rejected,COVID-19,None,N,N/A,Legal,Sydney
ABS4FV0CGLZ9,EMP00354,Maternity Leave,SL-PLAN-02,2023-11-14,2023-11-25,12,2023-10-15,EMP00033,2023-10-19,Withdrawn,Family,None,N,No,Engineering,New York
ABSC06QWN4EA,EMP00541,Work From Home,BL-PLAN-08,2023-05-16,2023-05-23,8,2023-05-08,EMP00005,2023-05-13,Cancelled,Medical,Recurring,N,N/A,Marketing,Bengaluru
ABSD6JDHRARK,EMP00244,Casual Leave,ML-PLAN-04,2024-08-28,2024-09-10,14,2024-08-10,EMP00013,2024-08-15,Cancelled,Vacation,,N,Yes,Sales,Bengaluru
ABS2UJ8KYB7K,EMP00759,Casual Leave,ML-PLAN-04,2023-12-02,2023-12-08,0,2023-11-19,EMP00048,2023-11-24,Withdrawn,Other,Urgent,Y,N/A,Engineering,New York
ABSI93WS75IQ,EMP00328,Casual Leave,SL-PLAN-02,2022-09-01,2022-09-02,2,2022-08-23,EMP00041,2022-08-28,Pending,Medical,Pre-planned,N,Yes,Human Resources,Bengaluru
ABSY277SE7C7,EMP00273,Compensatory Off,CO-PLAN-06,2024-01-11,2024-01-13,3,2023-12-12,EMP00033,2023-12-17,Rejected,Marriage,Recurring,N,Yes,Product,Singapore
ABS92U9GC0WS,EMP00034,Bereavement Leave,PL-PLAN-05,2022-09-13,2022-09-15,3,2022-08-14,EMP00034,2022-08-18,Cancelled,Marriage,Urgent,N,N/A,Legal,Mumbai
ABSLXG0LNBWH,EMP00715,Maternity Leave,SL-PLAN-02,2022-07-20,2022-07-26,7,2022-07-12,EMP00029,2022-07-14,Approved,Child Care,Pre-planned,Y,Yes,Engineering,Toronto
ABSDV2OYETC4,,Unpaid Leave,SL-PLAN-02,2024-01-28,2024-01-25,5,2024-02-07,EMP00024,2024-01-23,Cancelled,Emergency,Urgent,N,Yes,Operations,London
ABSOQT0CYE44,EMP00726,Annual Leave,BL-PLAN-08,2024-12-30,2025-01-05,7,2024-12-07,EMP00017,2024-12-11,Pending,Travel,,N,Yes,Operations,New York
ABSH1QQ850Y2,EMP00195,Work From Home,CL-PLAN-03,2022-06-15,2022-06-28,14,2022-05-20,EMP00008,2022-05-21,Cancelled,Medical,,Y,N/A,Human Resources,New York
ABSL0YFBVVAB,EMP00614,Unpaid Leave,UL-PLAN-07,2024-12-25,2024-12-26,2,2024-12-18,EMP00048,2024-12-23,Withdrawn,Emergency,Urgent,Y,No,Finance,Singapore
ABSRKM1N5Z17,EMP00316,Bereavement Leave,AL-PLAN-01,2022-03-06,2022-03-15,10,2022-02-24,EMP00027,2022-02-25,Rejected,Marriage,None,N,N/A,Human Resources,Dubai
ABSBVA5NCAKA,EMP00480,Maternity Leave,BL-PLAN-08,2022-12-05,2022-12-06,6,2022-11-08,EMP00042,2022-11-11,Withdrawn,Travel,Pre-planned,N,No,Finance,New York
ABSJA5PKW62F,EMP00333,Sick Leave,PL-PLAN-05,2024-08-17,2024-08-17,1,2024-07-29,EMP00027,2024-08-02,Cancelled,Personal,Pre-planned,N,Yes,Finance,New York
ABSBI12EZH6P,EMP00009,Bereavement Leave,UL-PLAN-07,2023-09-11,2023-09-24,14,2023-09-06,EMP00003,2023-09-08,Cancelled,Vacation,,N,Yes,Finance,Dubai
ABSH55UPRV4B,EMP00261,Bereavement Leave,BL-PLAN-08,2024-03-14,2024-03-23,10,2024-03-08,EMP00014,2024-03-11,Rejected,Vacation,None,N,Yes,Finance,Toronto
ABS538HMNHFH,EMP00092,Maternity Leave,CO-PLAN-06,2023-07-09,2023-07-11,3,2023-06-28,EMP00041,2023-07-02,Approved,Travel,Recurring,N,Yes,Human Resources,Sydney
ABSJTDB4I7DG,EMP00082,Unpaid Leave,CO-PLAN-06,,2022-08-14,4,2022-08-13,EMP00018,2022-08-16,Cancelled,Other,Recurring,N,Yes,Finance,Dubai
ABS8ZP662IMG,EMP00142,Casual Leave,CL-PLAN-03,2022-09-20,2022-09-23,4,2022-09-02,EMP00047,2022-09-03,Approved,Family,,N,N/A,Finance,Toronto
ABSY6H3E2431,EMP00620,Unpaid Leave,UL-PLAN-07,2022-08-07,2022-08-17,11,2022-07-19,EMP00028,2022-07-24,Pending,Medical,Urgent,N,No,Engineering,London
ABSO3T728X71,EMP00475,Maternity Leave,CL-PLAN-03,2022-05-11,2022-05-22,12,2022-04-20,EMP00040,2022-04-24,Rejected,Medical,Pre-planned,N,Yes,Engineering,Dubai
ABSNNBGWLQ04,EMP00570,Work From Home,ML-PLAN-04,2022-11-17,2022-11-26,10,2022-10-25,EMP00042,2022-10-29,Cancelled,Personal,Urgent,N,N/A,Finance,Mumbai
ABS1YI0S5SPF,EMP00524,Compensatory Off,BL-PLAN-08,2023-01-17,2023-01-18,2,2022-12-27,EMP00029,2022-12-30,Cancelled,Family,Recurring,Y,Yes,Legal,Bengaluru
ABSS5J6CWKPZ,EMP00131,Bereavement Leave,CO-PLAN-06,2023-12-14,2023-12-16,3,2023-11-26,EMP00020,2023-12-01,Cancelled,Medical,Urgent,Y,Yes,Legal,Singapore
ABSQ3S8W9NK6,EMP00623,Sick Leave,SL-PLAN-02,2022-12-16,2022-12-21,6,2022-12-01,EMP00004,2022-12-04,Approved,Child Care,Recurring,N,No,Operations,Bengaluru
ABSG7RDJXK5S,EMP00518,Unpaid Leave,SL-PLAN-02,2023-12-17,2023-12-26,10,2023-11-28,EMP00048,2023-12-03,Rejected,Family,,Y,Yes,Marketing,Singapore
ABSYARP6QU4B,EMP00379,Unpaid Leave,CL-PLAN-03,2022-08-05,2022-08-07,3,2022-07-18,EMP00030,2022-07-20,Withdrawn,Personal,,Y,Yes,Operations,Dubai
ABSN7G52TRBW,EMP00353,UNKNOWN_TYPE_XYZ,UL-PLAN-07,2022-11-06,2022-11-03,7,2022-10-15,EMP00023,2022-10-16,Withdrawn,Child Care,,N,No,Legal,Toronto
ABSARJF4TJXH,EMP00620,Work From Home,AL-PLAN-01,2022-09-04,2022-09-10,7,2022-08-20,EMP00003,2022-08-24,Cancelled,Emergency,Pre-planned,N,Yes,Legal,Toronto
ABSMNB98VBFN,EMP00764,Annual Leave,UL-PLAN-07,2022-05-21,2022-05-29,9,2022-04-30,EMP00037,2022-05-02,Withdrawn,Vacation,,N,Yes,Finance,Dubai
ABSI6YNH2BJ6,EMP00699,Work From Home,ML-PLAN-04,2023-05-18,2023-05-28,11,2023-04-30,EMP00034,2023-05-04,Withdrawn,Travel,Pre-planned,N,N/A,Legal,New York
ABSSP3SB717S,EMP00643,Work From Home,AL-PLAN-01,2023-08-15,2023-08-19,5,2023-08-10,EMP00037,2023-08-12,Cancelled,COVID-19,Pre-planned,Y,Yes,Marketing,Toronto
